	Z1	Z2	Z3	St_coeff1	St_coeff2	St_coeff3	Eneg1	Eneg2	Eneg3	Space Group	Composition
10675	3	27	9	1.0	1.0	4.0	0.98	1.88	3.98	14	Li1 Co1 F4
10676	11	46	17	2.0	1.0	4.0	0.93	2.2	3.16	130	Na2 Pd1 Cl4
10677	29	31	17	1.0	1.0	4.0	1.9	1.81	3.16	112	Ga1 Cu1 Cl4
10678	14	45	68	3.0	1.0	2.0	1.9	2.28	1.24	194	Er2 Si3 Rh1
10679	32	67	78	2.0	1.0	1.0	2.01	1.23	2.28	71	Ho1 Ge2 Pt1
10680	14	62	78	3.0	1.0	5.0	1.9	1.17	2.28	176	Sm1 Si3 Pt5
10681	32	69	46	8.0	6.0	8.0	2.01	1.25	2.2	71	Tm6 Ge8 Pd8
10682	55	26	17	1.0	1.0	3.0	0.79	1.83	3.16	194	Cs1 Fe1 Cl3
10683	53	29	31	4.0	1.0	1.0	2.66	1.9	1.81	82	Ga1 Cu1 I4
10684	53	15	29	2.0	15.0	3.0	2.66	2.19	1.9	14	Cu3 P15 I2
10685	15	48	17	1.0	3.0	3.0	2.19	1.69	3.16	147	Cd3 P1 Cl3
10686	63	32	46	1.0	1.0	1.0	0.0	2.01	2.2	14	Eu1 Ge1 Pd1
10687	81	26	35	1.0	1.0	4.0	1.62	1.83	2.96	52	Tl1 Fe1 Br4
10688	53	55	26	4.0	1.0	1.0	2.66	0.79	1.83	14	Cs1 Fe1 I4
10689	32	62	78	1.0	1.0	1.0	2.01	1.17	2.28	74	Sm1 Ge1 Pt1
10690	21	32	27	1.0	2.0	1.0	1.36	2.01	1.88	55	Sc1 Co1 Ge2
10691	14	26	40	7.0	4.0	4.0	1.9	1.83	1.33	139	Zr4 Fe4 Si7
10692	42	29	17	6.0	2.0	14.0	2.16	1.9	3.16	201	Cu2 Mo6 Cl14
10693	42	35	29	6.0	14.0	2.0	2.16	2.96	1.9	201	Cu2 Mo6 Br14
10694	53	42	29	14.0	6.0	2.0	2.66	2.16	1.9	61	Cu2 Mo6 I14
10695	63	32	77	1.0	2.0	1.0	0.0	2.01	2.2	63	Eu1 Ge2 Ir1
10696	29	37	17	31.0	18.0	49.0	1.9	0.82	3.16	220	Rb18 Cu31 Cl49
10697	29	37	17	5.0	4.0	9.0	1.9	0.82	3.16	7	Rb4 Cu5 Cl9
10698	56	29	9	2.0	5.0	14.0	0.89	1.9	3.98	15	Ba2 Cu5 F14
10699	81	46	17	3.0	1.0	5.0	1.62	2.2	3.16	61	Tl3 Pd1 Cl5
10700	53	28	83	3.0	4.0	12.0	2.66	1.91	2.02	63	Ni4 Bi12 I3
10701	53	15	29	3.0	12.0	3.0	2.66	2.19	1.9	4	Cu3 P12 I3
10702	32	70	47	1.0	1.0	1.0	2.01	0.0	1.93	189	Yb1 Ag1 Ge1
10703	21	14	26	1.0	2.0	2.0	1.36	1.9	1.83	57	Sc1 Fe2 Si2
10704	53	15	29	2.0	14.0	2.0	2.66	2.19	1.9	14	Cu2 P14 I2
10705	53	55	48	5.0	3.0	1.0	2.66	0.79	1.69	62	Cs3 Cd1 I5
10706	45	83	35	1.0	7.0	8.0	2.28	2.02	2.96	14	Bi7 Rh1 Br8
10707	53	83	78	7.0	13.0	3.0	2.66	2.02	2.28	2	Bi13 Pt3 I7
10708	53	44	83	2.0	1.0	4.0	2.66	2.2	2.02	87	Bi4 Ru1 I2
10709	44	83	35	3.0	24.0	20.0	2.2	2.02	2.96	33	Bi24 Ru3 Br20
10710	44	83	35	1.0	4.0	2.0	2.2	2.02	2.96	12	Bi4 Ru1 Br2
10711	53	19	79	4.0	1.0	1.0	2.66	0.82	2.54	14	K1 Au1 I4
10712	53	79	3	4.0	1.0	1.0	2.66	2.54	0.98	14	Li1 Au1 I4
10713	79	83	35	1.0	1.0	6.0	2.54	2.02	2.96	2	Bi1 Au1 Br6
10714	79	83	17	1.0	1.0	6.0	2.54	2.02	3.16	2	Bi1 Au1 Cl6
10715	6	47	9	2.0	10.0	8.0	2.55	1.93	3.98	81	Ag10 C2 F8
10716	39	14	46	1.0	1.0	1.0	1.22	1.9	2.2	59	Y1 Si1 Pd1
10717	14	46	68	1.0	1.0	1.0	1.9	2.2	1.24	59	Er1 Si1 Pd1
10718	14	64	46	1.0	1.0	1.0	1.9	1.2	2.2	59	Gd1 Si1 Pd1
10719	77	83	35	3.0	34.0	37.0	2.2	2.02	2.96	1	Bi34 Ir3 Br37
10720	74	29	17	6.0	2.0	14.0	2.36	1.9	3.16	201	Cu2 W6 Cl14
10721	20	79	50	1.0	1.0	1.0	1.0	2.54	1.96	62	Ca1 Sn1 Au1
10722	59	14	46	1.0	1.0	1.0	1.13	1.9	2.2	14	Pr1 Si1 Pd1
10723	32	58	78	1.0	1.0	1.0	2.01	1.12	2.28	59	Ce1 Ge1 Pt1
10724	14	56	47	6.0	4.0	2.0	1.9	0.89	1.93	70	Ba4 Si6 Ag2
10725	63	14	47	4.0	6.0	2.0	0.0	1.9	1.93	70	Eu4 Si6 Ag2
10726	20	14	47	4.0	6.0	2.0	1.0	1.9	1.93	69	Ca4 Si6 Ag2
10727	32	26	3	4.0	6.0	1.0	2.01	1.83	0.98	12	Li1 Fe6 Ge4
10728	63	32	30	1.0	1.0	1.0	0.0	2.01	1.65	194	Eu1 Zn1 Ge1
10729	55	26	9	6.0	6.0	18.0	0.79	1.83	3.98	194	Cs6 Fe6 F18
10730	27	37	9	6.0	6.0	18.0	1.88	0.82	3.98	194	Rb6 Co6 F18
10731	28	37	9	6.0	6.0	18.0	1.91	0.82	3.98	194	Rb6 Ni6 F18
10732	55	28	9	6.0	6.0	18.0	0.79	1.91	3.98	194	Cs6 Ni6 F18
10733	55	28	9	9.0	9.0	27.0	0.79	1.91	3.98	166	Cs9 Ni9 F27
10734	55	28	9	2.0	2.0	6.0	0.79	1.91	3.98	194	Cs2 Ni2 F6
10735	6	69	26	4.0	2.0	1.0	2.55	1.25	1.83	72	Tm2 Fe1 C4
10736	39	14	45	2.0	5.0	3.0	1.22	1.9	2.28	15	Y2 Si5 Rh3
10737	30	56	9	7.0	2.0	18.0	1.65	0.89	3.98	2	Ba2 Zn7 F18
10738	21	6	27	3.0	4.0	1.0	1.36	2.55	1.88	71	Sc3 Co1 C4
10739	21	14	27	3.0	3.0	2.0	1.36	1.9	1.88	63	Sc3 Co2 Si3
10740	21	14	27	2.0	2.0	1.0	1.36	1.9	1.88	12	Sc2 Co1 Si2
10741	28	14	92	4.0	4.0	3.0	1.91	1.9	1.38	71	U3 Si4 Ni4
10742	27	14	92	5.0	3.0	1.0	1.88	1.9	1.38	176	U1 Co5 Si3
10743	21	28	14	1.0	2.0	3.0	1.36	1.91	1.9	139	Sc1 Si3 Ni2
10744	12	32	26	1.0	6.0	6.0	1.31	2.01	1.83	191	Mg1 Fe6 Ge6
10745	21	14	27	4.0	7.0	1.0	1.36	1.9	1.88	63	Sc4 Co1 Si7
10746	21	28	14	1.0	1.0	1.0	1.36	1.91	1.9	62	Sc1 Si1 Ni1
10747	21	28	14	1.0	1.0	3.0	1.36	1.91	1.9	38	Sc1 Si3 Ni1
10748	21	14	26	2.0	5.0	3.0	1.36	1.9	1.83	128	Sc2 Fe3 Si5
10749	14	26	66	5.0	3.0	2.0	1.9	1.83	1.22	128	Dy2 Fe3 Si5
10750	14	25	27	1.0	1.0	1.0	1.9	1.55	1.88	62	Mn1 Co1 Si1
10751	28	32	25	1.0	1.0	1.0	1.91	2.01	1.55	62	Mn1 Ni1 Ge1
10752	28	14	58	2.0	3.0	6.0	1.91	1.9	1.12	176	Ce6 Si3 Ni2
10753	32	46	3	1.0	2.0	1.0	2.01	2.2	0.98	225	Li1 Ge1 Pd2
10754	32	33	48	1.0	4.0	2.0	2.01	2.18	1.69	62	Cd2 Ge1 As4
10755	38	45	9	1.0	1.0	6.0	0.95	2.28	3.98	166	Sr1 Rh1 F6
10756	12	45	9	1.0	1.0	6.0	1.31	2.28	3.98	148	Mg1 Rh1 F6
10757	20	45	9	1.0	1.0	6.0	1.0	2.28	3.98	148	Ca1 Rh1 F6
10758	30	45	9	1.0	1.0	6.0	1.65	2.28	3.98	148	Zn1 Rh1 F6
10759	48	45	9	1.0	1.0	6.0	1.69	2.28	3.98	148	Cd1 Rh1 F6
10760	45	80	9	1.0	1.0	6.0	2.28	2.0	3.98	148	Hg1 Rh1 F6
10761	28	45	9	1.0	1.0	6.0	1.91	2.28	3.98	148	Ni1 Rh1 F6
10762	28	14	58	4.0	13.0	15.0	1.91	1.9	1.12	176	Ce15 Si13 Ni4
10763	14	25	26	3.0	4.0	1.0	1.9	1.55	1.83	193	Mn4 Fe1 Si3
10764	14	25	26	3.0	3.0	2.0	1.9	1.55	1.83	193	Mn3 Fe2 Si3
10765	14	25	26	3.0	2.0	3.0	1.9	1.55	1.83	193	Mn2 Fe3 Si3
10766	14	25	26	3.0	1.0	4.0	1.9	1.55	1.83	193	Mn1 Fe4 Si3
10767	28	14	58	1.0	2.0	1.0	1.91	1.9	1.12	63	Ce1 Si2 Ni1
10768	32	64	29	4.0	3.0	4.0	2.01	1.2	1.9	71	Gd3 Cu4 Ge4
10769	14	27	22	1.0	1.0	1.0	1.9	1.88	1.54	189	Ti1 Co1 Si1
10770	28	32	31	4.0	3.0	1.0	1.91	2.01	1.81	62	Ga1 Ni4 Ge3
10771	6	48	22	1.0	1.0	2.0	2.55	1.69	1.54	194	Ti2 Cd1 C1
10772	6	30	22	1.0	3.0	3.0	2.55	1.65	1.54	227	Ti3 Zn3 C1
10773	6	30	40	1.0	3.0	3.0	2.55	1.65	1.33	227	Zr3 Zn3 C1
10774	6	72	30	1.0	3.0	3.0	2.55	1.3	1.65	227	Hf3 Zn3 C1
10775	30	6	41	2.0	1.0	4.0	1.65	2.55	1.6	227	Nb4 Zn2 C1
10776	32	27	22	1.0	1.0	1.0	2.01	1.88	1.54	189	Ti1 Co1 Ge1
10777	6	26	68	4.0	1.0	2.0	2.55	1.83	1.24	72	Er2 Fe1 C4
10778	15	50	48	14.0	1.0	1.0	2.19	1.96	1.69	62	Cd1 Sn1 P14
10779	28	14	30	2.0	1.0	3.0	1.91	1.9	1.65	227	Zn3 Si1 Ni2
10780	27	32	92	4.0	7.0	3.0	1.88	2.01	1.38	139	U3 Co4 Ge7
10781	41	27	14	4.0	1.0	1.0	1.6	1.88	1.9	124	Nb4 Co1 Si1
10782	14	27	13	4.0	3.0	3.0	1.9	1.88	1.61	229	Al3 Co3 Si4
10783	14	27	13	2.0	2.0	1.0	1.9	1.88	1.61	164	Al1 Co2 Si2
10784	24	14	28	3.0	2.0	5.0	1.66	1.9	1.91	198	Cr3 Si2 Ni5
10785	81	29	9	1.0	1.0	3.0	1.62	1.9	3.98	123	Tl1 Cu1 F3
10786	15	14	29	3.0	2.0	1.0	2.19	1.9	1.9	216	Si2 Cu1 P3
10787	15	32	29	3.0	2.0	1.0	2.19	2.01	1.9	216	Cu1 Ge2 P3
10788	6	47	7	4.0	1.0	3.0	2.55	1.93	3.04	46	Ag1 C4 N3
10789	6	27	13	1.0	3.0	1.0	2.55	1.88	1.61	221	Al1 Co3 C1
10790	6	26	13	1.0	3.0	1.0	2.55	1.83	1.61	221	Al1 Fe3 C1
10791	6	13	78	1.0	1.0	3.0	2.55	1.61	2.28	221	Al1 Pt3 C1
10792	51	50	48	2.0	1.0	1.0	2.05	1.96	1.69	122	Cd1 Sn1 Sb2
10793	28	14	5	6.0	2.0	1.0	1.91	1.9	2.04	189	Si2 Ni6 B1
10794	6	25	27	1.0	2.0	2.0	2.55	1.55	1.88	123	Mn2 Co2 C1
10795	15	80	17	1.0	2.0	2.0	2.19	2.0	3.16	12	Hg2 P1 Cl2
10796	6	30	7	4.0	1.0	6.0	2.55	1.65	3.04	62	Zn1 C4 N6
10797	28	32	72	4.0	4.0	3.0	1.91	2.01	1.3	71	Hf3 Ni4 Ge4
10798	32	72	78	1.0	1.0	1.0	2.01	1.3	2.28	62	Hf1 Ge1 Pt1
10799	65	6	76	12.0	15.0	5.0	0.0	2.55	2.2	189	Tb12 Os5 C15
10800	32	65	47	1.0	1.0	1.0	2.01	0.0	1.93	189	Tb1 Ag1 Ge1
10801	32	67	47	1.0	1.0	1.0	2.01	1.23	1.93	189	Ho1 Ag1 Ge1
10802	14	92	46	1.0	1.0	1.0	1.9	1.38	2.2	62	U1 Si1 Pd1
10803	32	26	58	3.0	1.0	1.0	2.01	1.83	1.12	107	Ce1 Fe1 Ge3
10804	28	14	92	2.0	7.0	2.0	1.91	1.9	1.38	65	U2 Si7 Ni2
10805	14	72	29	2.0	1.0	1.0	1.9	1.3	1.9	129	Hf1 Si2 Cu1
10806	37	47	17	2.0	1.0	3.0	0.82	1.93	3.16	62	Rb2 Ag1 Cl3
10807	19	79	35	1.0	1.0	4.0	0.82	2.54	2.96	14	K1 Au1 Br4
10808	63	32	78	1.0	1.0	1.0	0.0	2.01	2.28	198	Eu1 Ge1 Pt1
10809	32	79	57	1.0	1.0	1.0	2.01	2.54	1.1	186	La1 Ge1 Au1
10810	39	32	79	1.0	1.0	1.0	1.22	2.01	2.54	186	Y1 Ge1 Au1
10811	6	47	3	2.0	1.0	1.0	2.55	1.93	0.98	187	Li1 Ag1 C2
10812	55	6	47	1.0	2.0	1.0	0.79	2.55	1.93	131	Cs1 Ag1 C2
10813	19	6	47	1.0	2.0	1.0	0.82	2.55	1.93	123	K1 Ag1 C2
10814	74	35	47	6.0	14.0	1.0	2.36	2.96	1.93	201	Ag1 W6 Br14
10815	74	35	47	6.0	14.0	2.0	2.36	2.96	1.93	14	Ag2 W6 Br14
10816	28	32	46	1.0	1.0	1.0	1.91	2.01	2.2	129	Ni1 Ge1 Pd1
10817	32	27	57	3.0	1.0	1.0	2.01	1.88	1.1	107	La1 Co1 Ge3
10818	14	77	57	2.0	2.0	1.0	1.9	2.2	1.1	139	La1 Si2 Ir2
10819	14	77	65	2.0	2.0	1.0	1.9	2.2	0.0	139	Tb1 Si2 Ir2
10820	39	14	77	1.0	2.0	2.0	1.22	1.9	2.2	139	Y1 Si2 Ir2
10821	14	45	57	2.0	3.0	1.0	1.9	2.28	1.1	191	La1 Si2 Rh3
10822	55	28	9	2.0	1.0	6.0	0.79	1.91	3.98	225	Cs2 Ni1 F6
10823	28	14	3	2.0	1.0	1.0	1.91	1.9	0.98	225	Li1 Si1 Ni2
10824	30	6	12	1.0	1.0	3.0	1.65	2.55	1.31	221	Mg3 Zn1 C1
10825	28	12	14	3.0	2.0	1.0	1.91	1.31	1.9	166	Mg2 Si1 Ni3
10826	28	14	25	1.0	1.0	1.0	1.91	1.9	1.55	62	Mn1 Si1 Ni1
10827	28	42	6	3.0	3.0	1.0	1.91	2.16	2.55	227	Ni3 Mo3 C1
10828	6	42	26	1.0	4.0	2.0	2.55	2.16	1.83	227	Fe2 Mo4 C1
10829	42	27	6	4.0	2.0	1.0	2.16	1.88	2.55	227	Co2 Mo4 C1
10830	28	42	6	2.0	4.0	1.0	1.91	2.16	2.55	227	Ni2 Mo4 C1
10831	28	42	14	1.0	1.0	1.0	1.91	2.16	1.9	194	Si1 Ni1 Mo1
10832	32	45	58	4.0	4.0	3.0	2.01	2.28	1.12	71	Ce3 Ge4 Rh4
10833	39	32	78	3.0	6.0	4.0	1.22	2.01	2.28	11	Y3 Ge6 Pt4
10834	21	28	32	9.0	5.0	8.0	1.36	1.91	2.01	71	Sc9 Ni5 Ge8
10835	32	77	60	2.0	1.0	1.0	2.01	2.2	1.14	71	Nd1 Ge2 Ir1
10836	60	32	45	4.0	3.0	4.0	1.14	2.01	2.28	15	Nd4 Ge3 Rh4
10837	14	64	29	1.0	1.0	1.0	1.9	1.2	1.9	191	Gd1 Si1 Cu1
10838	32	56	29	1.0	1.0	1.0	2.01	0.89	1.9	191	Ba1 Cu1 Ge1
10839	39	32	29	1.0	1.0	1.0	1.22	2.01	1.9	191	Y1 Cu1 Ge1
10840	32	29	57	1.0	1.0	1.0	2.01	1.9	1.1	191	La1 Cu1 Ge1
10841	32	58	29	1.0	1.0	1.0	2.01	1.12	1.9	191	Ce1 Cu1 Ge1
10842	32	29	62	1.0	1.0	1.0	2.01	1.9	1.17	191	Sm1 Cu1 Ge1
10843	32	64	29	1.0	1.0	1.0	2.01	1.2	1.9	191	Gd1 Cu1 Ge1
10844	32	69	29	1.0	1.0	1.0	2.01	1.25	1.9	191	Tm1 Cu1 Ge1
10845	39	32	45	2.0	1.0	3.0	1.22	2.01	2.28	166	Y2 Ge1 Rh3
10846	14	71	27	5.0	2.0	3.0	1.9	1.27	1.88	15	Lu2 Co3 Si5
10847	32	76	67	2.0	1.0	2.0	2.01	2.2	1.23	12	Ho2 Ge2 Os1
10848	32	67	46	4.0	3.0	4.0	2.01	1.23	2.2	71	Ho3 Ge4 Pd4
10849	32	45	58	2.0	2.0	3.0	2.01	2.28	1.12	57	Ce3 Ge2 Rh2
10850	63	32	45	1.0	2.0	2.0	0.0	2.01	2.28	139	Eu1 Ge2 Rh2
10851	32	70	45	1.0	1.0	1.0	2.01	0.0	2.28	62	Yb1 Ge1 Rh1
10852	39	28	32	1.0	5.0	3.0	1.22	1.91	2.01	62	Y1 Ni5 Ge3
10853	32	58	29	6.0	2.0	1.0	2.01	1.12	1.9	38	Ce2 Cu1 Ge6
10854	32	69	26	10.0	9.0	10.0	2.01	1.25	1.83	71	Tm9 Fe10 Ge10
10855	39	32	77	1.0	2.0	1.0	1.22	2.01	2.2	71	Y1 Ge2 Ir1
10856	59	28	32	3.0	4.0	4.0	1.13	1.91	2.01	71	Pr3 Ni4 Ge4
10857	59	32	27	2.0	5.0	3.0	1.13	2.01	1.88	72	Pr2 Co3 Ge5
10858	32	27	62	1.0	1.0	1.0	2.01	1.88	1.17	62	Sm1 Co1 Ge1
10859	28	41	14	1.0	4.0	1.0	1.91	1.6	1.9	124	Nb4 Si1 Ni1
10860	28	14	60	7.0	1.0	4.0	1.91	1.9	1.14	227	Nd4 Si1 Ni7
10861	14	60	78	2.0	1.0	2.0	1.9	1.14	2.28	139	Nd1 Si2 Pt2
10862	60	14	45	1.0	2.0	3.0	1.14	1.9	2.28	191	Nd1 Si2 Rh3
10863	15	48	17	2.0	4.0	3.0	2.19	1.69	3.16	205	Cd4 P2 Cl3
10864	14	29	22	1.0	1.0	1.0	1.9	1.9	1.54	62	Ti1 Si1 Cu1
10865	14	40	29	1.0	1.0	1.0	1.9	1.33	1.9	62	Zr1 Si1 Cu1
10866	14	72	29	1.0	1.0	1.0	1.9	1.3	1.9	62	Hf1 Si1 Cu1
10867	14	40	29	4.0	3.0	4.0	1.9	1.33	1.9	71	Zr3 Si4 Cu4
10868	14	72	29	4.0	3.0	4.0	1.9	1.3	1.9	71	Hf3 Si4 Cu4
10869	63	28	14	1.0	2.0	2.0	0.0	1.91	1.9	139	Eu1 Si2 Ni2
10870	63	28	14	1.0	1.0	3.0	0.0	1.91	1.9	139	Eu1 Si3 Ni1
10871	63	28	32	1.0	2.0	2.0	0.0	1.91	2.01	139	Eu1 Ni2 Ge2
10872	63	32	29	1.0	2.0	2.0	0.0	2.01	1.9	139	Eu1 Cu2 Ge2
10873	32	46	31	5.0	12.0	2.0	2.01	2.2	1.81	176	Ga2 Ge5 Pd12
10874	28	32	78	1.0	1.0	2.0	1.91	2.01	2.28	69	Ni1 Ge1 Pt2
10875	33	26	9	4.0	1.0	18.0	2.18	1.83	3.98	14	Fe1 As4 F18
10876	33	27	9	4.0	1.0	18.0	2.18	1.88	3.98	14	Co1 As4 F18
10877	59	28	14	1.0	2.0	2.0	1.13	1.91	1.9	139	Pr1 Si2 Ni2
10878	28	14	73	2.0	1.0	3.0	1.91	1.9	1.5	227	Ta3 Si1 Ni2
10879	28	14	65	2.0	2.0	1.0	1.91	1.9	0.0	139	Tb1 Si2 Ni2
10880	28	14	74	1.0	1.0	1.0	1.91	1.9	2.36	194	Si1 Ni1 W1
10881	6	30	26	1.0	1.0	3.0	2.55	1.65	1.83	221	Zn1 Fe3 C1
10882	6	45	58	1.0	3.0	1.0	2.55	2.28	1.12	221	Ce1 Rh3 C1
10883	44	6	58	3.0	1.0	1.0	2.2	2.55	1.12	221	Ce1 Ru3 C1
10884	12	27	6	1.0	3.0	1.0	1.31	1.88	2.55	221	Mg1 Co3 C1
10885	41	27	6	3.0	3.0	1.0	1.6	1.88	2.55	227	Nb3 Co3 C1
10886	21	6	27	1.0	1.0	3.0	1.36	2.55	1.88	221	Sc1 Co3 C1
10887	6	27	73	1.0	3.0	3.0	2.55	1.88	1.5	227	Ta3 Co3 C1
10888	6	27	30	1.0	3.0	1.0	2.55	1.88	1.65	221	Zn1 Co3 C1
10889	24	6	26	2.0	1.0	14.0	1.66	2.55	1.83	225	Cr2 Fe14 C1
10890	6	45	66	1.0	3.0	1.0	2.55	2.28	1.22	221	Dy1 Rh3 C1
10891	63	6	45	1.0	1.0	3.0	0.0	2.55	2.28	221	Eu1 Rh3 C1
10892	6	26	50	1.0	3.0	1.0	2.55	1.83	1.96	221	Fe3 Sn1 C1
10893	28	14	62	1.0	3.0	1.0	1.91	1.9	1.17	65	Sm1 Si3 Ni1
10894	51	27	50	12.0	4.0	1.0	2.05	1.88	1.96	204	Co4 Sn1 Sb12
10895	53	55	27	4.0	2.0	1.0	2.66	0.79	1.88	62	Cs2 Co1 I4
10896	14	78	68	2.0	2.0	1.0	1.9	2.28	1.24	139	Er1 Si2 Pt2
10897	14	64	78	2.0	1.0	2.0	1.9	1.2	2.28	139	Gd1 Si2 Pt2
10898	14	78	66	2.0	2.0	1.0	1.9	2.28	1.22	139	Dy1 Si2 Pt2
10899	14	69	78	2.0	1.0	2.0	1.9	1.25	2.28	139	Tm1 Si2 Pt2
10900	14	71	78	2.0	1.0	2.0	1.9	1.27	2.28	139	Lu1 Si2 Pt2
10901	38	14	78	1.0	2.0	2.0	0.95	1.9	2.28	139	Sr1 Si2 Pt2
10902	33	47	9	1.0	3.0	12.0	2.18	1.93	3.98	13	Ag3 As1 F12
10903	39	44	14	1.0	1.0	1.0	1.22	2.2	1.9	62	Y1 Si1 Ru1
10904	44	14	65	1.0	1.0	1.0	2.2	1.9	0.0	62	Tb1 Si1 Ru1
10905	44	14	66	1.0	1.0	1.0	2.2	1.9	1.22	62	Dy1 Si1 Ru1
10906	44	14	67	1.0	1.0	1.0	2.2	1.9	1.23	62	Ho1 Si1 Ru1
10907	44	14	68	1.0	1.0	1.0	2.2	1.9	1.24	62	Er1 Si1 Ru1
10908	44	14	69	1.0	1.0	1.0	2.2	1.9	1.25	62	Tm1 Si1 Ru1
10909	32	58	46	5.0	3.0	14.0	2.01	1.12	2.2	62	Ce3 Ge5 Pd14
10910	14	62	78	2.0	1.0	2.0	1.9	1.17	2.28	129	Sm1 Si2 Pt2
10911	32	77	65	1.0	1.0	1.0	2.01	2.2	0.0	62	Tb1 Ge1 Ir1
10912	32	77	67	1.0	1.0	1.0	2.01	2.2	1.23	62	Ho1 Ge1 Ir1
10913	32	77	68	1.0	1.0	1.0	2.01	2.2	1.24	62	Er1 Ge1 Ir1
10914	32	64	77	1.0	1.0	1.0	2.01	1.2	2.2	62	Gd1 Ge1 Ir1
10915	32	77	66	1.0	1.0	1.0	2.01	2.2	1.22	62	Dy1 Ge1 Ir1
10916	32	45	58	9.0	13.0	4.0	2.01	2.28	1.12	59	Ce4 Ge9 Rh13
10917	32	45	67	2.0	1.0	2.0	2.01	2.28	1.23	12	Ho2 Ge2 Rh1
10918	28	32	71	2.0	3.0	3.0	1.91	2.01	1.27	63	Lu3 Ni2 Ge3
10919	28	32	71	1.0	1.0	1.0	1.91	2.01	1.27	62	Lu1 Ni1 Ge1
10920	32	67	46	1.0	1.0	1.0	2.01	1.23	2.2	74	Ho1 Ge1 Pd1
10921	14	27	66	1.0	1.0	1.0	1.9	1.88	1.22	62	Dy1 Co1 Si1
10922	65	14	27	2.0	5.0	3.0	0.0	1.9	1.88	15	Tb2 Co3 Si5
10923	14	27	66	5.0	3.0	2.0	1.9	1.88	1.22	15	Dy2 Co3 Si5
10924	38	30	17	1.0	1.0	4.0	0.95	1.65	3.16	88	Sr1 Zn1 Cl4
10925	30	56	17	1.0	1.0	4.0	1.65	0.89	3.16	52	Ba1 Zn1 Cl4
10926	56	46	9	2.0	1.0	6.0	0.89	2.2	3.98	64	Ba2 Pd1 F6
10927	14	26	13	1.0	1.0	2.0	1.9	1.83	1.61	67	Al2 Fe1 Si1
10928	6	64	45	1.0	1.0	3.0	2.55	1.2	2.28	221	Gd1 Rh3 C1
10929	28	32	6	3.0	1.0	1.0	1.91	2.01	2.55	221	Ni3 Ge1 C1
10930	6	19	80	4.0	1.0	1.0	2.55	0.82	2.0	70	K1 Hg1 C4
10931	6	45	67	1.0	3.0	1.0	2.55	2.28	1.23	221	Ho1 Rh3 C1
10932	6	78	49	1.0	3.0	1.0	2.55	2.28	1.78	221	In1 Pt3 C1
10933	21	6	77	1.0	1.0	3.0	1.36	2.55	2.2	221	Sc1 Ir3 C1
10934	6	45	57	1.0	3.0	1.0	2.55	2.28	1.1	221	La1 Rh3 C1
10935	32	27	3	6.0	6.0	1.0	2.01	1.88	0.98	191	Li1 Co6 Ge6
10936	32	27	40	6.0	6.0	1.0	2.01	1.88	1.33	191	Zr1 Co6 Ge6
10937	28	32	3	6.0	6.0	1.0	1.91	2.01	0.98	191	Li1 Ni6 Ge6
10938	28	14	3	6.0	6.0	1.0	1.91	1.9	0.98	191	Li1 Si6 Ni6
10939	21	28	32	1.0	6.0	6.0	1.36	1.91	2.01	191	Sc1 Ni6 Ge6
10940	51	30	50	2.0	1.0	1.0	2.05	1.65	1.96	122	Zn1 Sn1 Sb2
10941	14	26	58	1.0	1.0	1.0	1.9	1.83	1.12	129	Ce1 Fe1 Si1
10942	14	25	27	1.0	1.0	2.0	1.9	1.55	1.88	225	Mn1 Co2 Si1
10943	14	25	27	11.0	33.0	30.0	1.9	1.55	1.88	58	Mn33 Co30 Si11
10944	41	27	14	3.0	2.0	1.0	1.6	1.88	1.9	227	Nb3 Co2 Si1
10945	41	27	14	2.0	3.0	1.0	1.6	1.88	1.9	194	Nb2 Co3 Si1
10946	41	27	14	4.0	3.0	7.0	1.6	1.88	1.9	139	Nb4 Co3 Si7
10947	41	27	14	6.0	16.0	7.0	1.6	1.88	1.9	225	Nb6 Co16 Si7
10948	27	14	60	7.0	1.0	4.0	1.88	1.9	1.14	227	Nd4 Co7 Si1
10949	28	14	27	1.0	4.0	1.0	1.91	1.9	1.88	225	Co1 Si4 Ni1
10950	93	14	27	1.0	2.0	2.0	1.36	1.9	1.88	139	Np1 Co2 Si2
10951	14	27	62	2.0	2.0	1.0	1.9	1.88	1.17	139	Sm1 Co2 Si2
10952	14	27	22	1.0	2.0	1.0	1.9	1.88	1.54	225	Ti1 Co2 Si1
10953	27	14	92	2.0	2.0	1.0	1.88	1.9	1.38	139	U1 Co2 Si2
10954	14	27	23	1.0	2.0	1.0	1.9	1.88	1.63	225	V1 Co2 Si1
10955	14	27	74	1.0	1.0	1.0	1.9	1.88	2.36	194	Co1 Si1 W1
10956	39	14	27	1.0	2.0	2.0	1.22	1.9	1.88	139	Y1 Co2 Si2
10957	14	70	27	2.0	1.0	2.0	1.9	0.0	1.88	139	Yb1 Co2 Si2
10958	24	14	28	3.0	1.0	2.0	1.66	1.9	1.91	227	Cr3 Si1 Ni2
10959	24	14	28	6.0	7.0	16.0	1.66	1.9	1.91	225	Cr6 Si7 Ni16
10960	32	29	66	2.0	2.0	1.0	2.01	1.9	1.22	139	Dy1 Cu2 Ge2
10961	14	29	66	2.0	2.0	1.0	1.9	1.9	1.22	139	Dy1 Si2 Cu2
