	Z1	Z2	Z3	n1	n2	n3	Eneg1	Eneg2	Eneg3	Sp_gr	Formulae	Volume
260	50	47	57	1.0	2.0	1.0	1.96	1.93	1.1	225	La1 Ag2 Sn1	96.0325419842
261	32	16	47	2.0	6.0	4.0	2.01	2.58	1.93	36	Ag4 Ge2 S6	277.109142574
262	81	52	47	1.0	2.0	1.0	1.62	2.1	1.93	119	Tl1 Ag1 Te2	121.087666073
263	33	34	47	2.0	6.0	6.0	2.18	2.55	1.93	161	Ag6 As2 Se6	352.927305439
264	30	69	47	1.0	2.0	1.0	1.65	1.25	1.93	225	Tm2 Zn1 Ag1	90.6414085323
265	52	26	47	6.0	3.0	3.0	2.1	1.83	1.93	164	Fe3 Ag3 Te6	289.667763153
266	59	12	47	1.0	2.0	1.0	1.13	1.31	1.93	225	Pr1 Mg2 Ag1	93.941705973
267	28	47	9	1.0	1.0	3.0	1.91	1.93	3.98	1	Ni1 Ag1 F3	64.1890686031
268	59	47	49	2.0	1.0	1.0	1.13	1.93	1.78	225	Pr2 In1 Ag1	115.479501404
269	32	47	3	6.0	4.0	6.0	2.01	1.93	0.98	134	Li6 Ag4 Ge6	266.921869708
270	59	80	47	2.0	1.0	1.0	1.13	2.0	1.93	225	Pr2 Ag1 Hg1	112.516784112
271	59	30	47	2.0	1.0	1.0	1.13	1.65	1.93	225	Pr2 Zn1 Ag1	106.391818344
272	20	83	47	2.0	1.0	1.0	1.0	2.02	1.93	225	Ca2 Ag1 Bi1	113.261430255
273	32	67	47	3.0	3.0	3.0	2.01	1.23	1.93	189	Ho3 Ag3 Ge3	192.090936194
274	9	47	3	8.0	4.0	2.0	3.98	1.93	0.98	1	Li2 Ag4 F8	200.843583241
275	32	65	47	3.0	3.0	3.0	2.01	0.0	1.93	189	Tb3 Ag3 Ge3	195.611479461
276	65	47	48	1.0	2.0	1.0	0.0	1.93	1.69	225	Tb1 Cd1 Ag2	86.8764529464
277	75	8	47	2.0	8.0	2.0	1.9	3.44	1.93	2	Re2 Ag2 O8	180.001951662
278	8	83	47	12.0	4.0	8.0	3.44	2.02	1.93	52	Ag8 Bi4 O12	382.644361017
279	55	6	47	2.0	4.0	2.0	0.79	2.55	1.93	131	Cs2 Ag2 C4	255.166586385
280	19	6	47	1.0	2.0	1.0	0.82	2.55	1.93	123	K1 Ag1 C2	100.496399252
281	6	47	3	2.0	1.0	1.0	2.55	1.93	0.98	187	Li1 Ag1 C2	68.4484925947
282	59	81	47	1.0	1.0	2.0	1.13	1.62	1.93	225	Pr1 Tl1 Ag2	95.2335383093
283	62	47	49	1.0	2.0	1.0	1.17	1.93	1.78	225	Sm1 In1 Ag2	89.2413733471
284	79	34	47	4.0	8.0	12.0	2.54	2.55	1.93	214	Ag12 Au4 Se8	521.179256491
285	91	8	47	1.0	3.0	1.0	1.5	3.44	1.93	221	Pa1 Ag1 O3	82.1222993617
286	82	60	47	2.0	2.0	2.0	2.33	1.14	1.93	186	Nd2 Ag2 Pb2	161.677614394
287	33	19	47	2.0	4.0	2.0	2.18	0.82	1.93	63	K4 Ag2 As2	247.702935967
288	8	83	47	6.0	2.0	2.0	3.44	2.02	1.93	148	Ag2 Bi2 O6	154.41150173
289	8	80	47	8.0	4.0	8.0	3.44	2.0	1.93	96	Ag8 Hg4 O8	346.019294239
290	15	50	47	14.0	2.0	6.0	2.19	1.96	1.93	11	Ag6 Sn2 P14	452.467181194
291	6	47	7	4.0	8.0	8.0	2.55	1.93	3.04	14	Ag8 C4 N8	298.764861817
292	34	37	47	4.0	2.0	6.0	2.55	0.82	1.93	12	Rb2 Ag6 Se4	312.746523903
293	38	50	47	1.0	2.0	2.0	0.95	1.96	1.93	139	Sr1 Ag2 Sn2	132.459810244
294	5	47	9	2.0	2.0	10.0	2.04	1.93	3.98	85	Ag2 B2 F10	192.079390637
295	73	47	9	2.0	2.0	12.0	1.5	1.93	3.98	132	Ta2 Ag2 F12	254.31566463
296	51	47	9	4.0	4.0	24.0	2.05	1.93	3.98	206	Ag4 Sb4 F24	499.177410556
297	16	33	47	24.0	4.0	28.0	2.58	2.18	1.93	198	Ag28 As4 S24	1207.03757366
298	55	16	47	2.0	4.0	6.0	0.79	2.58	1.93	12	Cs2 Ag6 S4	301.465431459
299	69	80	47	2.0	1.0	1.0	1.25	2.0	1.93	225	Tm2 Ag1 Hg1	96.1001516604
300	30	62	47	1.0	2.0	1.0	1.65	1.17	1.93	225	Sm2 Zn1 Ag1	100.064611167
301	53	8	47	2.0	8.0	2.0	2.66	3.44	1.93	2	Ag2 I2 O8	179.950615048
302	15	47	38	2.0	2.0	2.0	2.19	1.93	0.95	194	Sr2 Ag2 P2	142.963220804
303	14	47	57	2.0	2.0	1.0	1.9	1.93	1.1	139	La1 Si2 Ag2	100.067138113
304	81	65	47	1.0	1.0	2.0	1.62	0.0	1.93	225	Tb1 Tl1 Ag2	89.1000820282
305	51	47	3	1.0	1.0	2.0	2.05	1.93	0.98	216	Li2 Ag1 Sb1	73.8823092105
306	50	47	68	3.0	3.0	3.0	1.96	1.93	1.24	189	Er3 Ag3 Sn3	211.678068137
307	14	64	47	2.0	1.0	2.0	1.9	1.2	1.93	139	Gd1 Si2 Ag2	94.7352563661
308	19	34	47	2.0	2.0	2.0	0.82	2.55	1.93	129	K2 Ag2 Se2	162.181730542
309	16	47	49	8.0	4.0	4.0	2.58	1.93	1.78	33	In4 Ag4 S8	406.667297763
310	55	34	47	2.0	4.0	6.0	0.79	2.55	1.93	12	Cs2 Ag6 Se4	328.421094387
311	71	50	47	2.0	2.0	2.0	1.27	1.96	1.93	186	Lu2 Ag2 Sn2	139.697984882
312	51	56	47	1.0	2.0	1.0	2.05	0.89	1.93	225	Ba2 Ag1 Sb1	147.813966092
313	62	80	47	1.0	1.0	2.0	1.17	2.0	1.93	225	Sm1 Ag2 Hg1	89.3601830793
314	42	52	47	6.0	6.0	1.0	2.16	2.1	1.93	12	Ag1 Te6 Mo6	354.003513817
315	8	46	47	2.0	1.0	2.0	3.44	2.2	1.93	71	Ag2 Pd1 O2	71.7422937994
316	82	8	47	2.0	6.0	5.0	2.33	3.44	1.93	157	Ag5 Pb2 O6	208.058697399
317	51	47	66	4.0	2.0	2.0	2.05	1.93	1.22	129	Dy2 Ag2 Sb4	197.634871329
318	8	47	31	4.0	2.0	2.0	3.44	1.93	1.81	194	Ga2 Ag2 O4	100.450647473
319	39	8	47	2.0	4.0	2.0	1.22	3.44	1.93	194	Y2 Ag2 O4	136.590965489
320	21	8	47	2.0	4.0	2.0	1.36	3.44	1.93	194	Sc2 Ag2 O4	113.931317826
321	33	60	47	4.0	2.0	2.0	2.18	1.14	1.93	129	Nd2 Ag2 As4	176.226041589
322	8	43	47	8.0	2.0	2.0	3.44	1.9	1.93	88	Tc2 Ag2 O8	174.526713727
323	45	47	61	1.0	1.0	2.0	2.28	1.93	0.0	225	Pm2 Ag1 Rh1	95.1666914042
324	45	62	47	1.0	2.0	1.0	2.28	1.17	1.93	225	Sm2 Ag1 Rh1	93.0817532302
325	51	20	47	4.0	4.0	4.0	2.05	1.0	1.93	62	Ca4 Ag4 Sb4	305.526366222
326	51	56	47	2.0	2.0	2.0	2.05	0.89	1.93	194	Ba2 Ag2 Sb2	199.646976072
327	91	79	47	1.0	2.0	1.0	1.5	2.54	1.93	225	Pa1 Ag1 Au2	84.2636095337
328	57	47	49	1.0	2.0	1.0	1.1	1.93	1.78	225	La1 In1 Ag2	95.766043949
329	80	47	22	2.0	1.0	1.0	2.0	1.93	1.54	123	Ti1 Ag1 Hg2	80.3416986278
330	59	47	48	2.0	1.0	1.0	1.13	1.93	1.69	225	Pr2 Cd1 Ag1	113.511212128
331	48	47	68	1.0	2.0	1.0	1.69	1.93	1.24	225	Er1 Cd1 Ag2	84.8816784942
332	16	29	47	2.0	2.0	2.0	2.58	1.9	1.93	63	Cu2 Ag2 S2	114.110268621
333	8	26	47	4.0	2.0	2.0	3.44	1.83	1.93	194	Fe2 Ag2 O4	103.352627456
334	21	8	47	1.0	2.0	1.0	1.36	3.44	1.93	166	Sc1 Ag1 O2	56.9221181062
335	30	47	61	1.0	1.0	2.0	1.65	1.93	0.0	225	Pm2 Zn1 Ag1	101.978309118
336	14	56	47	12.0	8.0	4.0	1.9	0.89	1.93	70	Ba8 Si12 Ag4	649.097833644
337	20	13	47	3.0	7.0	2.0	1.0	1.61	1.93	166	Ca3 Al7 Ag2	246.618396408
338	8	56	47	2.0	1.0	1.0	3.44	0.89	1.93	123	Ba1 Ag1 O2	70.1882799475
339	20	50	47	2.0	1.0	1.0	1.0	1.96	1.93	225	Ca2 Ag1 Sn1	108.294867567
340	71	13	47	1.0	1.0	2.0	1.27	1.61	1.93	225	Lu1 Al1 Ag2	77.088179266
341	59	81	47	2.0	1.0	1.0	1.13	1.62	1.93	225	Pr2 Tl1 Ag1	116.26817361
342	77	65	47	1.0	2.0	1.0	2.2	0.0	1.93	225	Tb2 Ag1 Ir1	88.2604672372
343	65	80	47	1.0	2.0	1.0	0.0	2.0	1.93	225	Tb1 Ag1 Hg2	90.4709690643
344	21	12	47	1.0	1.0	2.0	1.36	1.31	1.93	225	Mg1 Sc1 Ag2	77.6603454965
345	16	37	47	6.0	4.0	8.0	2.58	0.82	1.93	12	Rb4 Ag8 S6	451.685998893
346	8	34	47	8.0	2.0	4.0	3.44	2.55	1.93	70	Ag4 Se2 O8	219.987118193
347	79	47	17	2.0	2.0	8.0	2.54	1.93	3.16	15	Ag2 Au2 Cl8	342.443734447
348	52	79	47	8.0	2.0	2.0	2.1	2.54	1.93	13	Ag2 Te8 Au2	353.929295019
349	38	83	47	2.0	2.0	2.0	0.95	2.02	1.93	194	Sr2 Ag2 Bi2	186.711005382
350	52	47	3	1.0	1.0	1.0	2.1	1.93	0.98	216	Li1 Ag1 Te1	65.46771785
351	8	47	7	2.0	1.0	1.0	3.44	1.93	3.04	44	Ag1 N1 O2	63.2229369723
352	64	13	47	3.0	7.0	2.0	1.2	1.61	1.93	166	Gd3 Al7 Ag2	237.824699404
353	6	8	47	4.0	8.0	4.0	2.55	3.44	1.93	14	Ag4 C4 O8	207.741548956
354	8	74	47	32.0	8.0	16.0	3.44	2.36	1.93	34	Ag16 W8 O32	819.328747979
355	52	35	47	16.0	12.0	40.0	2.1	2.96	1.93	63	Ag40 Te16 Br12	1745.80275151
356	19	34	47	4.0	6.0	8.0	0.82	2.55	1.93	12	K4 Ag8 Se6	468.520200497
357	8	37	47	3.0	1.0	1.0	3.44	0.82	1.93	221	Rb1 Ag1 O3	77.0798841011
358	52	83	47	6.0	3.0	3.0	2.1	2.02	1.93	164	Ag3 Bi3 Te6	361.404545371
359	63	33	47	2.0	2.0	2.0	0.0	2.18	1.93	194	Eu2 Ag2 As2	144.729472958
360	32	56	47	2.0	1.0	2.0	2.01	0.89	1.93	139	Ba1 Ag2 Ge2	118.774294245
361	51	47	48	1.0	1.0	1.0	2.05	1.93	1.69	216	Cd1 Ag1 Sb1	75.0117207551
362	32	47	3	1.0	2.0	1.0	2.01	1.93	0.98	225	Li1 Ag2 Ge1	67.0547873812
363	12	47	49	1.0	2.0	1.0	1.31	1.93	1.78	225	Mg1 In1 Ag2	77.8817201645
364	16	26	47	12.0	8.0	4.0	2.58	1.83	1.93	64	Fe8 Ag4 S12	448.231540155
365	70	46	47	2.0	1.0	1.0	0.0	2.2	1.93	225	Yb2 Ag1 Pd1	90.5346331471
366	33	12	47	1.0	1.0	1.0	2.18	1.31	1.93	216	Mg1 Ag1 As1	62.4519347127
367	50	47	3	1.0	1.0	2.0	1.96	1.93	0.98	225	Li2 Ag1 Sn1	69.9382629704
368	21	81	47	2.0	1.0	1.0	1.36	1.62	1.93	225	Sc2 Tl1 Ag1	87.6449851081
369	44	8	47	4.0	16.0	12.0	2.2	3.44	1.93	91	Ag12 Ru4 O16	448.85203544
370	50	47	3	6.0	3.0	17.0	1.96	1.93	0.98	157	Li17 Ag3 Sn6	481.369856952
371	51	52	47	1.0	2.0	1.0	2.05	2.1	1.93	123	Ag1 Sb1 Te2	114.631133931
372	53	81	47	4.0	2.0	2.0	2.66	1.62	1.93	140	Tl2 Ag2 I4	284.403112201
373	53	34	47	4.0	12.0	4.0	2.66	2.55	1.93	53	Ag4 Se12 I4	633.527469274
374	53	52	47	4.0	12.0	4.0	2.66	2.1	1.93	53	Ag4 Te12 I4	746.572103467
375	49	47	3	1.0	2.0	1.0	1.78	1.93	0.98	225	Li1 In1 Ag2	73.6930336134
376	5	8	47	1.0	3.0	3.0	2.04	3.44	1.93	155	Ag3 B1 O3	99.1894362234
377	21	52	47	24.0	8.0	4.0	1.36	2.1	1.93	62	Sc24 Ag4 Te8	854.076104229
378	77	67	47	1.0	2.0	1.0	2.2	1.23	1.93	225	Ho2 Ag1 Ir1	85.9195497679
379	14	58	47	2.0	1.0	2.0	1.9	1.12	1.93	139	Ce1 Si2 Ag2	96.4382225818
380	28	8	47	4.0	8.0	6.0	1.91	3.44	1.93	194	Ni4 Ag6 O8	220.022997125
381	8	47	7	24.0	8.0	8.0	3.44	1.93	3.04	61	Ag8 N8 O24	543.545141735
382	15	16	47	2.0	8.0	6.0	2.19	2.58	1.93	31	Ag6 P2 S8	355.152443036
383	52	8	47	2.0	8.0	4.0	2.1	3.44	1.93	1	Ag4 Te2 O8	227.16555445
384	32	47	57	2.0	2.0	2.0	2.01	1.93	1.1	186	La2 Ag2 Ge2	146.408763358
385	77	60	47	1.0	2.0	1.0	2.2	1.14	1.93	225	Nd2 Ag1 Ir1	96.3121405644
386	24	8	47	1.0	2.0	1.0	1.66	3.44	1.93	166	Cr1 Ag1 O2	50.7257394667
387	12	64	47	2.0	1.0	1.0	1.31	1.2	1.93	225	Gd1 Mg2 Ag1	92.612821082
388	16	70	47	4.0	2.0	2.0	2.58	0.0	1.93	141	Yb2 Ag2 S4	166.474020091
389	28	8	47	1.0	2.0	2.0	1.91	3.44	1.93	166	Ni1 Ag2 O2	61.9700535559
390	58	50	47	3.0	4.0	4.0	1.12	1.96	1.93	71	Ce3 Ag4 Sn4	304.709703084
391	50	47	68	2.0	2.0	2.0	1.96	1.93	1.24	186	Er2 Ag2 Sn2	142.295152021
392	41	8	47	8.0	24.0	8.0	1.6	3.44	1.93	57	Nb8 Ag8 O24	513.750357484
393	35	37	47	12.0	8.0	4.0	2.96	0.82	1.93	62	Rb8 Ag4 Br12	892.660358368
394	55	47	35	8.0	4.0	12.0	0.79	1.93	2.96	62	Cs8 Ag4 Br12	995.477072964
395	53	37	47	12.0	8.0	4.0	2.66	0.82	1.93	62	Rb8 Ag4 I12	1072.7758986
396	53	55	47	12.0	8.0	4.0	2.66	0.79	1.93	62	Cs8 Ag4 I12	1182.77589551
397	5	8	47	2.0	6.0	2.0	2.04	3.44	1.93	167	Ag2 B2 O6	109.935373659
398	12	58	47	2.0	1.0	1.0	1.31	1.12	1.93	225	Ce1 Mg2 Ag1	92.8796411825
399	52	8	47	8.0	22.0	4.0	2.1	3.44	1.93	2	Ag4 Te8 O22	471.113244579
400	52	8	47	6.0	24.0	12.0	2.1	3.44	1.93	15	Ag12 Te6 O24	603.488751225
401	52	8	47	4.0	12.0	4.0	2.1	3.44	1.93	11	Ag4 Te4 O12	288.185111351
402	32	58	47	4.0	3.0	4.0	2.01	1.12	1.93	71	Ce3 Ag4 Ge4	238.175419476
403	52	67	47	4.0	2.0	2.0	2.1	1.23	1.93	113	Ho2 Ag2 Te4	237.895319796
404	42	8	47	8.0	28.0	8.0	2.16	3.44	1.93	14	Ag8 Mo8 O28	629.541063001
405	24	8	47	3.0	8.0	1.0	1.66	3.44	1.93	12	Cr3 Ag1 O8	174.718922184
406	19	52	47	2.0	4.0	6.0	0.82	2.1	1.93	12	K2 Ag6 Te4	396.112804551
407	15	20	47	3.0	3.0	3.0	2.19	1.0	1.93	189	Ca3 Ag3 P3	182.291567402
408	50	47	67	4.0	4.0	3.0	1.96	1.93	1.23	71	Ho3 Ag4 Sn4	258.60927922
409	42	8	47	2.0	8.0	4.0	2.16	3.44	1.93	227	Ag4 Mo2 O8	211.991777981
410	52	71	47	8.0	24.0	4.0	2.1	1.27	1.93	62	Lu24 Ag4 Te8	973.240684974
411	8	47	7	32.0	8.0	24.0	3.44	1.93	3.04	61	Ag8 N24 O32	833.42870802
412	16	29	47	8.0	4.0	12.0	2.58	1.9	1.93	88	Cu4 Ag12 S8	452.508225226
413	16	83	47	9.0	6.0	1.0	2.58	2.02	1.93	12	Ag1 Bi6 S9	419.633442312
414	52	8	47	4.0	20.0	16.0	2.1	3.44	1.93	15	Ag16 Te4 O20	576.246959435
415	59	50	47	2.0	2.0	2.0	1.13	1.96	1.93	186	Pr2 Ag2 Sn2	156.963726794
416	82	47	66	2.0	2.0	2.0	2.33	1.93	1.22	186	Dy2 Ag2 Pb2	151.778242449
417	82	65	47	2.0	2.0	2.0	2.33	0.0	1.93	186	Tb2 Ag2 Pb2	152.772334474
418	12	47	9	1.0	1.0	3.0	1.31	1.93	3.98	1	Mg1 Ag1 F3	63.1975788193
419	12	62	47	2.0	1.0	1.0	1.31	1.17	1.93	225	Sm1 Mg2 Ag1	90.9743114533
420	51	16	47	4.0	8.0	4.0	2.05	2.58	1.93	15	Ag4 Sb4 S8	396.218686908
421	81	34	47	6.0	12.0	6.0	1.62	2.55	1.93	162	Tl6 Ag6 Se12	707.619852272
422	8	74	47	14.0	4.0	4.0	3.44	2.36	1.93	2	Ag4 W4 O14	324.758574286
423	33	19	47	2.0	3.0	3.0	2.18	0.82	1.93	166	K3 Ag3 As2	231.250547571
424	53	81	47	20.0	12.0	4.0	2.66	1.62	1.93	190	Tl12 Ag4 I20	1367.34692762
425	15	16	47	8.0	24.0	16.0	2.19	2.58	1.93	19	Ag16 P8 S24	1024.14862296
426	51	16	47	4.0	12.0	12.0	2.05	2.58	1.93	14	Ag12 Sb4 S12	642.937489807
427	32	8	47	24.0	60.0	24.0	2.01	3.44	1.93	14	Ag24 Ge24 O60	1437.46918919
428	14	8	47	6.0	21.0	18.0	1.9	3.44	1.93	12	Si6 Ag18 O21	672.044551292
429	8	56	47	16.0	4.0	24.0	3.44	0.89	1.93	52	Ba4 Ag24 O16	813.718208034
430	81	52	47	12.0	8.0	4.0	1.62	2.1	1.93	14	Tl12 Ag4 Te8	781.011204646
431	73	47	9	2.0	1.0	12.0	1.5	1.93	3.98	2	Ta2 Ag1 F12	248.125796795
432	16	33	47	24.0	12.0	12.0	2.58	2.18	1.93	15	Ag12 As12 S24	1051.9138304
433	16	19	47	18.0	6.0	30.0	2.58	0.82	1.93	190	K6 Ag30 S18	1276.77249898
434	38	8	47	4.0	16.0	24.0	0.95	3.44	1.93	52	Sr4 Ag24 O16	758.351124601
435	72	47	9	2.0	3.0	14.0	1.3	1.93	3.98	12	Hf2 Ag3 F14	298.643563678
436	51	47	9	2.0	1.0	12.0	2.05	1.93	3.98	2	Ag1 Sb2 F12	241.488861385
437	9	47	54	18.0	2.0	2.0	3.98	1.93	2.6	87	Ag2 Xe2 F18	350.171178062
438	53	8	47	8.0	24.0	8.0	2.66	3.44	1.93	29	Ag8 I8 O24	664.166619296
439	16	37	47	18.0	6.0	30.0	2.58	0.82	1.93	190	Rb6 Ag30 S18	1328.62355359
440	24	34	47	1.0	2.0	1.0	1.66	2.55	1.93	160	Cr1 Ag1 Se2	86.3300668946
441	12	13	47	60.0	48.0	38.0	1.31	1.61	1.93	200	Mg60 Al48 Ag38	2831.02253196
442	8	83	47	24.0	8.0	24.0	3.44	2.02	1.93	80	Ag24 Bi8 O24	932.593395993
443	11	16	47	4.0	8.0	12.0	0.93	2.58	1.93	227	Na4 Ag12 S8	496.914464247
444	16	19	47	8.0	4.0	12.0	2.58	0.82	1.93	227	K4 Ag12 S8	594.207965014
445	16	58	47	8.0	5.0	1.0	2.58	1.12	1.93	82	Ce5 Ag1 S8	312.064496943
446	62	47	48	1.0	2.0	1.0	1.17	1.93	1.69	225	Sm1 Cd1 Ag2	89.7191337959
447	16	19	47	6.0	4.0	8.0	2.58	0.82	1.93	12	K4 Ag8 S6	427.525146946
448	15	8	47	8.0	24.0	8.0	2.19	3.44	1.93	14	Ag8 P8 O24	563.392741679
449	81	47	17	2.0	2.0	6.0	1.62	1.93	3.16	161	Tl2 Ag2 Cl6	269.836485017
450	19	47	17	2.0	2.0	6.0	0.82	1.93	3.16	161	K2 Ag2 Cl6	267.694293083
451	5	8	47	32.0	64.0	32.0	2.04	3.44	1.93	60	Ag32 B32 O64	1512.55550398
452	55	52	47	4.0	12.0	20.0	0.79	2.1	1.93	136	Cs4 Ag20 Te12	1035.96267106
453	44	47	9	4.0	4.0	28.0	2.2	1.93	3.98	14	Ag4 Ru4 F28	579.391157961
454	77	47	9	4.0	4.0	28.0	2.2	1.93	3.98	62	Ag4 Ir4 F28	604.242187094
455	8	83	47	20.0	8.0	16.0	3.44	2.02	1.93	52	Ag16 Bi8 O20	766.081472747
456	53	81	47	9.0	6.0	3.0	2.66	1.62	1.93	148	Tl6 Ag3 I9	672.796736159
457	32	8	47	4.0	16.0	16.0	2.01	3.44	1.93	2	Ag16 Ge4 O16	552.529051478
458	16	47	49	8.0	1.0	5.0	2.58	1.93	1.78	216	In5 Ag1 S8	331.655200176
459	33	34	47	12.0	36.0	36.0	2.18	2.55	1.93	62	Ag36 As12 Se36	1999.88424675
460	16	47	73	12.0	14.0	2.0	2.58	1.93	1.5	7	Ta2 Ag14 S12	612.026162621
461	81	35	47	1.0	3.0	1.0	1.62	2.96	1.93	1	Tl1 Ag1 Br3	158.153748991
462	35	37	47	3.0	1.0	1.0	2.96	0.82	1.93	1	Rb1 Ag1 Br3	161.605168779
463	14	47	3	6.0	4.0	6.0	1.9	1.93	0.98	134	Li6 Si6 Ag4	246.248987864
464	79	47	9	4.0	2.0	16.0	2.54	1.93	3.98	14	Ag2 Au4 F16	356.998931706
465	8	47	48	4.0	2.0	2.0	3.44	1.93	1.69	51	Cd2 Ag2 O4	108.788369049
466	11	47	49	1.0	2.0	1.0	0.93	1.93	1.78	225	Na1 In1 Ag2	83.1626355886
467	16	79	47	4.0	2.0	2.0	2.58	2.54	1.93	49	Ag2 Au2 S4	215.473068345
468	52	8	47	4.0	12.0	8.0	2.1	3.44	1.93	14	Ag8 Te4 O12	390.345491661
469	19	8	47	48.0	32.0	16.0	0.82	3.44	1.93	19	K48 Ag16 O32	2184.6303247
470	16	52	47	6.0	2.0	4.0	2.58	2.1	1.93	9	Ag4 Te2 S6	294.500576386
471	63	79	47	1.0	2.0	1.0	0.0	2.54	1.93	225	Eu1 Ag1 Au2	91.0036328247
472	32	8	47	8.0	28.0	24.0	2.01	3.44	1.93	4	Ag24 Ge8 O28	923.157089702
473	5	8	47	32.0	52.0	8.0	2.04	3.44	1.93	14	Ag8 B32 O52	1054.15297864
474	42	8	47	10.0	33.0	6.0	2.16	3.44	1.93	2	Ag6 Mo10 O33	716.338171068
475	34	47	31	24.0	36.0	4.0	2.55	1.93	1.81	198	Ga4 Ag36 Se24	1451.49491966
476	8	47	73	6.0	2.0	2.0	3.44	1.93	1.5	167	Ta2 Ag2 O6	125.042191205
477	82	47	3	1.0	2.0	1.0	2.33	1.93	0.98	225	Li1 Ag2 Pb1	81.8910379654
478	24	16	47	1.0	2.0	1.0	1.66	2.58	1.93	160	Cr1 Ag1 S2	74.1919817711
479	16	50	47	24.0	4.0	32.0	2.58	1.96	1.93	33	Ag32 Sn4 S24	1299.33413304
480	33	20	47	3.0	3.0	3.0	2.18	1.0	1.93	189	Ca3 Ag3 As3	197.201082783
481	6	47	7	8.0	2.0	6.0	2.55	1.93	3.04	46	Ag2 C8 N6	276.254304361
482	24	8	47	4.0	14.0	4.0	1.66	3.44	1.93	2	Cr4 Ag4 O14	315.991309139
483	16	56	47	20.0	4.0	32.0	2.58	0.89	1.93	11	Ba4 Ag32 S20	1204.69666682
484	37	47	17	8.0	4.0	12.0	0.82	1.93	3.16	62	Rb8 Ag4 Cl12	777.431674336
485	74	35	47	24.0	56.0	4.0	2.36	2.96	1.93	201	Ag4 W24 Br56	2605.85496394
486	74	35	47	12.0	28.0	4.0	2.36	2.96	1.93	14	Ag4 W12 Br28	1419.68555288
487	55	34	47	4.0	16.0	4.0	0.79	2.55	1.93	19	Cs4 Ag4 Se16	813.593855359
488	34	37	47	16.0	4.0	4.0	2.55	0.82	1.93	19	Rb4 Ag4 Se16	752.747009982
489	20	47	7	19.0	8.0	7.0	1.0	1.93	3.04	225	Ca19 Ag8 N7	776.08156721
490	52	47	17	32.0	80.0	16.0	2.1	1.93	3.16	14	Ag80 Te32 Cl16	3057.79757149
491	16	79	47	16.0	8.0	24.0	2.58	2.54	1.93	213	Ag24 Au8 S16	962.786871276
492	79	47	9	2.0	2.0	8.0	2.54	1.93	3.98	140	Ag2 Au2 F8	189.338413491
493	8	50	47	72.0	24.0	48.0	3.44	1.96	1.93	19	Ag48 Sn24 O72	2215.0978034
494	16	33	47	12.0	6.0	6.0	2.58	2.18	1.93	148	Ag6 As6 S12	552.332814742
495	52	37	47	4.0	2.0	6.0	2.1	0.82	1.93	12	Rb2 Ag6 Te4	357.965606227
496	29	47	9	2.0	2.0	6.0	1.9	1.93	3.98	161	Cu2 Ag2 F6	127.824087882
497	12	47	9	2.0	2.0	6.0	1.31	1.93	3.98	161	Mg2 Ag2 F6	126.53891954
498	40	47	9	6.0	7.0	31.0	1.33	1.93	3.98	148	Zr6 Ag7 F31	581.846467987
499	14	70	47	3.0	3.0	3.0	1.9	0.0	1.93	189	Yb3 Si3 Ag3	185.498589848
500	8	83	47	2.0	1.0	1.0	3.44	2.02	1.93	166	Ag1 Bi1 O2	75.8226698887
501	81	52	47	4.0	4.0	4.0	1.62	2.1	1.93	62	Tl4 Ag4 Te4	349.721495435
502	14	70	47	2.0	1.0	2.0	1.9	0.0	1.93	139	Yb1 Si2 Ag2	96.0428318572
503	25	47	7	3.0	1.0	1.0	1.55	1.93	3.04	221	Mn3 Ag1 N1	64.172696862
504	29	47	9	1.0	1.0	3.0	1.9	1.93	3.98	8	Cu1 Ag1 F3	64.4042978586
505	14	8	47	4.0	14.0	12.0	1.9	3.44	1.93	13	Si4 Ag12 O14	426.271544988
506	25	8	47	36.0	96.0	48.0	1.55	3.44	1.93	152	Mn36 Ag48 O96	2242.46371461
507	81	52	47	7.0	22.0	36.0	1.62	2.1	1.93	225	Tl7 Ag36 Te22	1695.57214787
508	6	8	47	6.0	18.0	12.0	2.55	3.44	1.93	159	Ag12 C6 O18	498.707086131
509	34	50	47	12.0	2.0	16.0	2.55	1.96	1.93	31	Ag16 Sn2 Se12	724.58959641
510	16	47	22	24.0	32.0	4.0	2.58	1.93	1.54	33	Ti4 Ag32 S24	1248.10510315
511	8	29	47	4.0	2.0	2.0	3.44	1.9	1.93	12	Cu2 Ag2 O4	103.050626482
512	77	47	57	1.0	1.0	2.0	2.2	1.93	1.1	225	La2 Ag1 Ir1	100.864478008
513	32	56	47	40.0	8.0	6.0	2.01	0.89	1.93	223	Ba8 Ag6 Ge40	1338.27115323
514	8	37	47	32.0	48.0	16.0	3.44	0.82	1.93	19	Rb48 Ag16 O32	2498.71256453
515	12	60	47	2.0	1.0	1.0	1.31	1.14	1.93	225	Nd1 Mg2 Ag1	93.0027253047
516	59	47	49	1.0	2.0	1.0	1.13	1.93	1.78	225	Pr1 In1 Ag2	92.7975057502
517	19	8	47	1.0	3.0	1.0	0.82	3.44	1.93	221	K1 Ag1 O3	73.6987084169
518	12	30	47	1.0	1.0	2.0	1.31	1.65	1.93	225	Mg1 Zn1 Ag2	69.0664302194
519	30	79	47	2.0	1.0	1.0	1.65	2.54	1.93	225	Zn2 Ag1 Au1	64.959137659
